Timestamp,GPU0_Temp,GPU0_Util,GPU1_Temp,GPU1_Util,GPU2_Temp,GPU2_Util,GPU3_Temp,GPU3_Util,CPU0_Temp,CPU1_Temp
2024-11-05 16:08:38,37,14.02/225.00,37,12.43/225.00,42,17.38/225.00,37,0.69/225.00,36.0,35.0
2024-11-05 16:08:40,37,14.02/225.00,37,12.37/225.00,42,17.44/225.00,37,0.67/225.00,36.0,35.0
2024-11-05 16:08:42,37,13.82/225.00,37,13.03/225.00,42,17.83/225.00,37,0.71/225.00,36.0,35.0
2024-11-05 16:08:43,37,13.52/225.00,37,13.11/225.00,42,17.68/225.00,37,0.72/225.00,36.0,35.0
2024-11-05 16:08:45,37,13.76/225.00,37,12.41/225.00,42,17.62/225.00,37,0.74/225.00,36.0,35.0
2024-11-05 16:08:46,37,14.37/225.00,37,12.39/225.00,42,17.69/225.00,37,0.72/225.00,36.0,35.0
