Timestamp,NVME(C),Memory used(MB),GPU0_Temp,GPU0_Util,GPU1_Temp,GPU1_Util,GPU2_Temp,GPU2_Util,GPU3_Temp,GPU3_Util,CPU Package1 Temp(C),CPU Package2 Temp(C)
2024-11-11 11:01:15,43,2955,36,13.94W/225.00W,36,12.38W/225.00W,42,17.53W/225.00W,37,0.71W/225.00W,35.0,34.0
2024-11-11 11:01:16,43,3015,36,13.91W/225.00W,36,12.49W/225.00W,42,17.73W/225.00W,37,0.70W/225.00W,35.0,34.0
2024-11-11 11:01:18,43,3071,36,13.52W/225.00W,36,12.62W/225.00W,42,17.54W/225.00W,37,0.76W/225.00W,35.0,34.0
2024-11-11 11:01:20,43,3107,36,13.89W/225.00W,36,12.60W/225.00W,42,17.49W/225.00W,37,0.81W/225.00W,35.0,34.0
2024-11-11 11:01:22,43,3109,36,13.73W/225.00W,36,12.90W/225.00W,42,17.19W/225.00W,37,0.76W/225.00W,36.0,34.0
2024-11-11 11:01:23,43,3119,36,13.79W/225.00W,36,12.63W/225.00W,42,17.68W/225.00W,37,0.79W/225.00W,35.0,34.0
